Input,,,Output
0.500000, 31.818000,,2.200330, -0.265876
0.500000, 31.819000,,2.199562, -0.268527
0.500000, 31.820000,,2.198809, -0.271195
0.500000, 31.821000,,2.198034, -0.273846
0.500000, 31.822000,,2.197257, -0.276519
0.500000, 31.823000,,2.196460, -0.279158
0.500000, 31.824000,,2.195679, -0.281828
0.500000, 31.825000,,2.194863, -0.284486
0.500000, 31.826000,,2.194062, -0.287132
0.500000, 31.827000,,2.193249, -0.289773
0.500000, 31.828000,,2.192415, -0.292423
0.500000, 31.829000,,2.191601, -0.295057
0.500000, 31.830000,,2.190766, -0.297720
0.500000, 31.831000,,2.189941, -0.300337
0.500000, 31.832000,,2.189086, -0.302980
0.500000, 31.833000,,2.188227, -0.305624
0.500000, 31.834000,,2.187354, -0.308255
0.500000, 31.835000,,2.186497, -0.310887
0.500000, 31.836000,,2.185646, -0.313509
0.500000, 31.837000,,2.184765, -0.316135
0.500000, 31.838000,,2.183874, -0.318759
0.500000, 31.839000,,2.182977, -0.321379
0.500000, 31.840000,,2.182074, -0.323998
0.500000, 31.841000,,2.181169, -0.326615
0.500000, 31.842000,,2.180255, -0.329231
0.500000, 31.843000,,2.179345, -0.331832
0.500000, 31.844000,,2.178393, -0.334431
0.500000, 31.845000,,2.177479, -0.337031
0.500000, 31.846000,,2.176525, -0.339661
0.500000, 31.847000,,2.175579, -0.342256
0.500000, 31.848000,,2.174629, -0.344831
0.500000, 31.849000,,2.173661, -0.347436
0.500000, 31.850000,,2.172714, -0.350026
0.500000, 31.851000,,2.171740, -0.352612
0.500000, 31.852000,,2.170758, -0.355193
0.500000, 31.853000,,2.169759, -0.357799
0.500000, 31.854000,,2.168760, -0.360369
0.500000, 31.855000,,2.167777, -0.362956
0.500000, 31.856000,,2.166771, -0.365531
0.500000, 31.857000,,2.165745, -0.368084
0.500000, 31.858000,,2.164732, -0.370661
0.500000, 31.859000,,2.163702, -0.373241
0.500000, 31.860000,,2.162690, -0.375794
0.500000, 31.861000,,2.161641, -0.378355
0.500000, 31.862000,,2.160594, -0.380926
0.500000, 31.863000,,2.159539, -0.383489
0.500000, 31.864000,,2.158474, -0.386025
0.500000, 31.865000,,2.157426, -0.388576
0.500000, 31.866000,,2.156345, -0.391128
0.500000, 31.867000,,2.155271, -0.393672
0.500000, 31.868000,,2.154184, -0.396227
0.500000, 31.869000,,2.153080, -0.398744
0.500000, 31.870000,,2.152013, -0.401292
0.500000, 31.871000,,2.150897, -0.403825
0.500000, 31.872000,,2.149795, -0.406363
0.500000, 31.873000,,2.148660, -0.408878
0.500000, 31.874000,,2.147545, -0.411398
0.500000, 31.875000,,2.146416, -0.413918
0.500000, 31.876000,,2.145285, -0.416436
0.500000, 31.877000,,2.144145, -0.418943
0.500000, 31.878000,,2.142999, -0.421457
0.500000, 31.879000,,2.141850, -0.423973
0.500000, 31.880000,,2.140690, -0.426481
0.500000, 31.881000,,2.139517, -0.428974
0.500000, 31.882000,,2.138346, -0.431468
0.500000, 31.883000,,2.137174, -0.433970
0.500000, 31.884000,,2.135976, -0.436453
0.500000, 31.885000,,2.134798, -0.438952
0.500000, 31.886000,,2.133600, -0.441443
0.500000, 31.887000,,2.132398, -0.443928
0.500000, 31.888000,,2.131184, -0.446398
0.500000, 31.889000,,2.129965, -0.448853
0.500000, 31.890000,,2.128743, -0.451332
0.500000, 31.891000,,2.127516, -0.453816
0.500000, 31.892000,,2.126280, -0.456273
0.500000, 31.893000,,2.125023, -0.458739
0.500000, 31.894000,,2.123791, -0.461203
0.500000, 31.895000,,2.122534, -0.463648
0.500000, 31.896000,,2.121281, -0.466107
0.500000, 31.897000,,2.120016, -0.468532
0.500000, 31.898000,,2.118741, -0.470991
0.500000, 31.899000,,2.117461, -0.473435
0.500000, 31.900000,,2.116175, -0.475880
0.500000, 31.901000,,2.114874, -0.478319
0.500000, 31.902000,,2.113600, -0.480734
0.500000, 31.903000,,2.112291, -0.483176
0.500000, 31.904000,,2.111001, -0.485596
0.500000, 31.905000,,2.109679, -0.488017
0.500000, 31.906000,,2.108364, -0.490418
0.500000, 31.907000,,2.107033, -0.492844
0.500000, 31.908000,,2.105689, -0.495258
0.500000, 31.909000,,2.104362, -0.497655
0.500000, 31.910000,,2.103013, -0.500068
0.500000, 31.911000,,2.101671, -0.502457
0.500000, 31.912000,,2.100308, -0.504855
0.500000, 31.913000,,2.098950, -0.507255
0.500000, 31.914000,,2.097596, -0.509628
0.500000, 31.915000,,2.096213, -0.512019
0.500000, 31.916000,,2.094833, -0.514402
0.500000, 31.917000,,2.093448, -0.516774
0.500000, 31.918000,,2.092052, -0.519143
0.500000, 31.919000,,2.090660, -0.521529
0.500000, 31.920000,,2.089259, -0.523881
0.500000, 31.921000,,2.087840, -0.526247
0.500000, 31.922000,,2.086436, -0.528608
0.500000, 31.923000,,2.085002, -0.530954
0.500000, 31.924000,,2.083568, -0.533307
0.500000, 31.925000,,2.082156, -0.535664
0.500000, 31.926000,,2.080705, -0.538006
0.500000, 31.927000,,2.079272, -0.540349
0.500000, 31.928000,,2.077823, -0.542665
0.500000, 31.929000,,2.076363, -0.545008
0.500000, 31.930000,,2.074903, -0.547338
0.500000, 31.931000,,2.073437, -0.549661
0.500000, 31.932000,,2.071967, -0.551980
0.500000, 31.933000,,2.070481, -0.554299
0.500000, 31.934000,,2.069012, -0.556575
0.500000, 31.935000,,2.067513, -0.558893
0.500000, 31.936000,,2.066030, -0.561208
0.500000, 31.937000,,2.064528, -0.563517
0.500000, 31.938000,,2.063016, -0.565798
0.500000, 31.939000,,2.061507, -0.568092
0.500000, 31.940000,,2.059984, -0.570384
0.500000, 31.941000,,2.058469, -0.572667
0.500000, 31.942000,,2.056940, -0.574956
0.500000, 31.943000,,2.055419, -0.577223
0.500000, 31.944000,,2.053866, -0.579489
0.500000, 31.945000,,2.052336, -0.581753
0.500000, 31.946000,,2.050774, -0.584011
0.500000, 31.947000,,2.049212, -0.586291
0.500000, 31.948000,,2.047653, -0.588531
0.500000, 31.949000,,2.046088, -0.590796
0.500000, 31.950000,,2.044505, -0.593048
0.500000, 31.951000,,2.042929, -0.595287
0.500000, 31.952000,,2.041348, -0.597515
0.500000, 31.953000,,2.039760, -0.599744
0.500000, 31.954000,,2.038162, -0.601984
0.500000, 31.955000,,2.036565, -0.604201
0.500000, 31.956000,,2.034954, -0.606426
0.500000, 31.957000,,2.033354, -0.608647
0.500000, 31.958000,,2.031730, -0.610846
0.500000, 31.959000,,2.030117, -0.613059
0.500000, 31.960000,,2.028485, -0.615266
0.500000, 31.961000,,2.026866, -0.617471
0.500000, 31.962000,,2.025223, -0.619668
0.500000, 31.963000,,2.023589, -0.621841
0.500000, 31.964000,,2.021923, -0.624034
0.500000, 31.965000,,2.020278, -0.626216
0.500000, 31.966000,,2.018615, -0.628396
0.500000, 31.967000,,2.016949, -0.630581
0.500000, 31.968000,,2.015284, -0.632742
0.500000, 31.969000,,2.013614, -0.634908
0.500000, 31.970000,,2.011937, -0.637072
0.500000, 31.971000,,2.010242, -0.639222
0.500000, 31.972000,,2.008558, -0.641374
0.500000, 31.973000,,2.006863, -0.643529
0.500000, 31.974000,,2.005164, -0.645661
0.500000, 31.975000,,2.003471, -0.647792
0.500000, 31.976000,,2.001746, -0.649928
0.500000, 31.977000,,2.000042, -0.652071
0.500000, 31.978000,,1.998323, -0.654183
0.500000, 31.979000,,1.996573, -0.656309
0.500000, 31.980000,,1.994849, -0.658420
0.500000, 31.981000,,1.993117, -0.660535
0.500000, 31.982000,,1.991381, -0.662635
0.500000, 31.983000,,1.989639, -0.664746
0.500000, 31.984000,,1.987881, -0.666837
0.500000, 31.985000,,1.986120, -0.668923
0.500000, 31.986000,,1.984364, -0.671021
0.500000, 31.987000,,1.982601, -0.673103
0.500000, 31.988000,,1.980827, -0.675186
0.500000, 31.989000,,1.979049, -0.677263
0.500000, 31.990000,,1.977269, -0.679335
0.500000, 31.991000,,1.975480, -0.681402
0.500000, 31.992000,,1.973695, -0.683458
0.500000, 31.993000,,1.971891, -0.685508
0.500000, 31.994000,,1.970102, -0.687552
0.500000, 31.995000,,1.968294, -0.689602
0.500000, 31.996000,,1.966470, -0.691646
0.500000, 31.997000,,1.964658, -0.693690
0.500000, 31.998000,,1.962849, -0.695716
0.500000, 31.999000,,1.961015, -0.697750
0.500000, 32.000000,,1.959187, -0.699773
0.500000, 32.001000,,1.957355, -0.701792
0.500000, 32.002000,,1.955507, -0.703811
0.500000, 32.003000,,1.953673, -0.705814
0.500000, 32.004000,,1.951828, -0.707826
0.500000, 32.005000,,1.949960, -0.709825
0.500000, 32.006000,,1.948099, -0.711822
0.500000, 32.007000,,1.946248, -0.713806
0.500000, 32.008000,,1.944372, -0.715784
0.500000, 32.009000,,1.942506, -0.717760
0.500000, 32.010000,,1.940626, -0.719737
0.500000, 32.011000,,1.938745, -0.721711
0.500000, 32.012000,,1.936856, -0.723679
0.500000, 32.013000,,1.934960, -0.725642
0.500000, 32.014000,,1.933068, -0.727597
0.500000, 32.015000,,1.931170, -0.729558
0.500000, 32.016000,,1.929261, -0.731496
0.500000, 32.017000,,1.927346, -0.733430
0.500000, 32.018000,,1.925433, -0.735375
0.500000, 32.019000,,1.923521, -0.737303
0.500000, 32.020000,,1.921601, -0.739234
0.500000, 32.021000,,1.919679, -0.741152
0.500000, 32.022000,,1.917724, -0.743069
0.500000, 32.023000,,1.915785, -0.744968
0.500000, 32.024000,,1.913855, -0.746892
0.500000, 32.025000,,1.911895, -0.748791
0.500000, 32.026000,,1.909959, -0.750686
0.500000, 32.027000,,1.908009, -0.752569
0.500000, 32.028000,,1.906046, -0.754463
0.500000, 32.029000,,1.904087, -0.756346
0.500000, 32.030000,,1.902112, -0.758213
0.500000, 32.031000,,1.900138, -0.760091
0.500000, 32.032000,,1.898165, -0.761960
0.500000, 32.033000,,1.896191, -0.763818
0.500000, 32.034000,,1.894196, -0.765683
0.500000, 32.035000,,1.892202, -0.767534
0.500000, 32.036000,,1.890216, -0.769386
0.500000, 32.037000,,1.888198, -0.771223
0.500000, 32.038000,,1.886207, -0.773047
0.500000, 32.039000,,1.884197, -0.774880
0.500000, 32.040000,,1.882193, -0.776715
0.500000, 32.041000,,1.880172, -0.778538
0.500000, 32.042000,,1.878157, -0.780363
0.500000, 32.043000,,1.876131, -0.782158
0.500000, 32.044000,,1.874107, -0.783974
0.500000, 32.045000,,1.872068, -0.785774
0.500000, 32.046000,,1.870041, -0.787570
0.500000, 32.047000,,1.867986, -0.789364
0.500000, 32.048000,,1.865946, -0.791144
0.500000, 32.049000,,1.863902, -0.792920
0.500000, 32.050000,,1.861853, -0.794697
0.500000, 32.051000,,1.859784, -0.796458
0.500000, 32.052000,,1.857712, -0.798239
0.500000, 32.053000,,1.855657, -0.799991
0.500000, 32.054000,,1.853565, -0.801754
0.500000, 32.055000,,1.851489, -0.803494
0.500000, 32.056000,,1.849421, -0.805247
0.500000, 32.057000,,1.847336, -0.806972
0.500000, 32.058000,,1.845263, -0.808709
0.500000, 32.059000,,1.843161, -0.810444
0.500000, 32.060000,,1.841074, -0.812174
0.500000, 32.061000,,1.838968, -0.813888
0.500000, 32.062000,,1.836866, -0.815606
0.500000, 32.063000,,1.834763, -0.817300
0.500000, 32.064000,,1.832646, -0.819010
0.500000, 32.065000,,1.830528, -0.820718
0.500000, 32.066000,,1.828394, -0.822410
0.500000, 32.067000,,1.826309, -0.824090
0.500000, 32.068000,,1.824169, -0.825766
0.500000, 32.069000,,1.822046, -0.827443
0.500000, 32.070000,,1.819912, -0.829109
0.500000, 32.071000,,1.817768, -0.830778
0.500000, 32.072000,,1.815614, -0.832443
0.500000, 32.073000,,1.813484, -0.834088
0.500000, 32.074000,,1.811335, -0.835753
0.500000, 32.075000,,1.809177, -0.837379
0.500000, 32.076000,,1.807018, -0.839044
0.500000, 32.077000,,1.804851, -0.840668
0.500000, 32.078000,,1.802687, -0.842277
0.500000, 32.079000,,1.800519, -0.843911
0.500000, 32.080000,,1.798342, -0.845524
0.500000, 32.081000,,1.796176, -0.847132
0.500000, 32.082000,,1.793988, -0.848747
0.500000, 32.083000,,1.791802, -0.850343
0.500000, 32.084000,,1.789616, -0.851941
0.500000, 32.085000,,1.787423, -0.853524
0.500000, 32.086000,,1.785219, -0.855106
0.500000, 32.087000,,1.783042, -0.856690
0.500000, 32.088000,,1.780830, -0.858271
0.500000, 32.089000,,1.778623, -0.859834
0.500000, 32.090000,,1.776421, -0.861397
0.500000, 32.091000,,1.774200, -0.862955
0.500000, 32.092000,,1.771990, -0.864518
0.500000, 32.093000,,1.769763, -0.866051
0.500000, 32.094000,,1.767528, -0.867597
0.500000, 32.095000,,1.765317, -0.869127
0.500000, 32.096000,,1.763081, -0.870651
0.500000, 32.097000,,1.760863, -0.872186
0.500000, 32.098000,,1.758603, -0.873704
0.500000, 32.099000,,1.756389, -0.875237
0.500000, 32.100000,,1.754131, -0.876740
0.500000, 32.101000,,1.751877, -0.878237
0.500000, 32.102000,,1.749618, -0.879734
0.500000, 32.103000,,1.747349, -0.881223
0.500000, 32.104000,,1.745113, -0.882706
0.500000, 32.105000,,1.742846, -0.884190
0.500000, 32.106000,,1.740593, -0.885665
0.500000, 32.107000,,1.738317, -0.887149
0.500000, 32.108000,,1.736038, -0.888596
0.500000, 32.109000,,1.733773, -0.890051
0.500000, 32.110000,,1.731478, -0.891508
0.500000, 32.111000,,1.729193, -0.892958
0.500000, 32.112000,,1.726918, -0.894397
0.500000, 32.113000,,1.724631, -0.895824
0.500000, 32.114000,,1.722337, -0.897255
0.500000, 32.115000,,1.720038, -0.898683
0.500000, 32.116000,,1.717733, -0.900115
0.500000, 32.117000,,1.715438, -0.901513
0.500000, 32.118000,,1.713121, -0.902937
0.500000, 32.119000,,1.710820, -0.904340
0.500000, 32.120000,,1.708513, -0.905732
0.500000, 32.121000,,1.706197, -0.907115
0.500000, 32.122000,,1.703872, -0.908513
0.500000, 32.123000,,1.701543, -0.909891
0.500000, 32.124000,,1.699227, -0.911262
0.500000, 32.125000,,1.696897, -0.912648
0.500000, 32.126000,,1.694566, -0.914001
0.500000, 32.127000,,1.692228, -0.915371
0.500000, 32.128000,,1.689908, -0.916697
0.500000, 32.129000,,1.687552, -0.918050
0.500000, 32.130000,,1.685212, -0.919385
0.500000, 32.131000,,1.682852, -0.920739
0.500000, 32.132000,,1.680521, -0.922061
0.500000, 32.133000,,1.678156, -0.923378
0.500000, 32.134000,,1.675795, -0.924701
0.500000, 32.135000,,1.673440, -0.926008
0.500000, 32.136000,,1.671074, -0.927319
0.500000, 32.137000,,1.668724, -0.928624
0.500000, 32.138000,,1.666344, -0.929909
0.500000, 32.139000,,1.663961, -0.931208
0.500000, 32.140000,,1.661585, -0.932478
0.500000, 32.141000,,1.659224, -0.933773
0.500000, 32.142000,,1.656835, -0.935040
0.500000, 32.143000,,1.654445, -0.936304
0.500000, 32.144000,,1.652079, -0.937563
0.500000, 32.145000,,1.649686, -0.938819
0.500000, 32.146000,,1.647279, -0.940071
0.500000, 32.147000,,1.644894, -0.941316
0.500000, 32.148000,,1.642479, -0.942538
0.500000, 32.149000,,1.640088, -0.943767
0.500000, 32.150000,,1.637687, -0.944993
0.500000, 32.151000,,1.635268, -0.946232
0.500000, 32.152000,,1.632861, -0.947446
0.500000, 32.153000,,1.630472, -0.948660
0.500000, 32.154000,,1.628053, -0.949868
0.500000, 32.155000,,1.625626, -0.951044
0.500000, 32.156000,,1.623189, -0.952248
0.500000, 32.157000,,1.620788, -0.953415
0.500000, 32.158000,,1.618356, -0.954608
0.500000, 32.159000,,1.615920, -0.955783
0.500000, 32.160000,,1.613496, -0.956961
0.500000, 32.161000,,1.611059, -0.958112
0.500000, 32.162000,,1.608620, -0.959267
0.500000, 32.163000,,1.606191, -0.960409
0.500000, 32.164000,,1.603743, -0.961563
0.500000, 32.165000,,1.601293, -0.962725
0.500000, 32.166000,,1.598831, -0.963859
0.500000, 32.167000,,1.596386, -0.964981
0.500000, 32.168000,,1.593934, -0.966082
0.500000, 32.169000,,1.591473, -0.967202
0.500000, 32.170000,,1.589017, -0.968332
0.500000, 32.171000,,1.586545, -0.969429
0.500000, 32.172000,,1.584087, -0.970537
0.500000, 32.173000,,1.581626, -0.971606
0.500000, 32.174000,,1.579153, -0.972707
0.500000, 32.175000,,1.576683, -0.973787
0.500000, 32.176000,,1.574217, -0.974858
0.500000, 32.177000,,1.571717, -0.975919
0.500000, 32.178000,,1.569257, -0.976981
0.500000, 32.179000,,1.566761, -0.978046
0.500000, 32.180000,,1.564293, -0.979083
0.500000, 32.181000,,1.561799, -0.980142
0.500000, 32.182000,,1.559318, -0.981185
0.500000, 32.183000,,1.556823, -0.982215
0.500000, 32.184000,,1.554325, -0.983224
0.500000, 32.185000,,1.551833, -0.984266
0.500000, 32.186000,,1.549313, -0.985289
0.500000, 32.187000,,1.546836, -0.986291
0.500000, 32.188000,,1.544333, -0.987278
0.500000, 32.189000,,1.541829, -0.988283
0.500000, 32.190000,,1.539309, -0.989272
0.500000, 32.191000,,1.536804, -0.990255
0.500000, 32.192000,,1.534268, -0.991248
0.500000, 32.193000,,1.531780, -0.992219
0.500000, 32.194000,,1.529238, -0.993184
0.500000, 32.195000,,1.526730, -0.994155
0.500000, 32.196000,,1.524206, -0.995110
0.500000, 32.197000,,1.521701, -0.996076
0.500000, 32.198000,,1.519141, -0.996999
0.500000, 32.199000,,1.516616, -0.997941
0.500000, 32.200000,,1.514086, -0.998870
0.500000, 32.201000,,1.511564, -0.999807
0.500000, 32.202000,,1.509022, -1.000721
0.500000, 32.203000,,1.506472, -1.001643
0.500000, 32.204000,,1.503942, -1.002548
0.500000, 32.205000,,1.501399, -1.003444
0.500000, 32.206000,,1.498849, -1.004341
0.500000, 32.207000,,1.496296, -1.005232
0.500000, 32.208000,,1.493752, -1.006110
0.500000, 32.209000,,1.491193, -1.006993
0.500000, 32.210000,,1.488647, -1.007868
0.500000, 32.211000,,1.486089, -1.008729
0.500000, 32.212000,,1.483524, -1.009585
0.500000, 32.213000,,1.480978, -1.010444
0.500000, 32.214000,,1.478412, -1.011297
0.500000, 32.215000,,1.475843, -1.012148
0.500000, 32.216000,,1.473268, -1.012976
0.500000, 32.217000,,1.470699, -1.013789
0.500000, 32.218000,,1.468135, -1.014610
0.500000, 32.219000,,1.465573, -1.015446
0.500000, 32.220000,,1.462987, -1.016256
0.500000, 32.221000,,1.460415, -1.017056
0.500000, 32.222000,,1.457831, -1.017868
0.500000, 32.223000,,1.455242, -1.018658
0.500000, 32.224000,,1.452662, -1.019442
0.500000, 32.225000,,1.450082, -1.020227
0.500000, 32.226000,,1.447478, -1.021007
0.500000, 32.227000,,1.444900, -1.021758
0.500000, 32.228000,,1.442292, -1.022537
0.500000, 32.229000,,1.439720, -1.023272
0.500000, 32.230000,,1.437138, -1.024027
0.500000, 32.231000,,1.434524, -1.024766
0.500000, 32.232000,,1.431901, -1.025502
0.500000, 32.233000,,1.429333, -1.026260
0.500000, 32.234000,,1.426731, -1.026969
0.500000, 32.235000,,1.424118, -1.027686
0.500000, 32.236000,,1.421517, -1.028411
0.500000, 32.237000,,1.418911, -1.029123
0.500000, 32.238000,,1.416298, -1.029818
0.500000, 32.239000,,1.413686, -1.030511
0.500000, 32.240000,,1.411065, -1.031194
0.500000, 32.241000,,1.408457, -1.031873
0.500000, 32.242000,,1.405838, -1.032545
0.500000, 32.243000,,1.403221, -1.033234
0.500000, 32.244000,,1.400593, -1.033907
0.500000, 32.245000,,1.397971, -1.034558
0.500000, 32.246000,,1.395346, -1.035210
0.500000, 32.247000,,1.392735, -1.035854
0.500000, 32.248000,,1.390096, -1.036493
0.500000, 32.249000,,1.387467, -1.037137
0.500000, 32.250000,,1.384856, -1.037735
0.500000, 32.251000,,1.382213, -1.038352
0.500000, 32.252000,,1.379574, -1.038977
0.500000, 32.253000,,1.376927, -1.039590
0.500000, 32.254000,,1.374316, -1.040196
0.500000, 32.255000,,1.371653, -1.040789
0.500000, 32.256000,,1.369013, -1.041392
0.500000, 32.257000,,1.366368, -1.041965
0.500000, 32.258000,,1.363748, -1.042544
0.500000, 32.259000,,1.361097, -1.043116
0.500000, 32.260000,,1.358446, -1.043682
0.500000, 32.261000,,1.355798, -1.044231
0.500000, 32.262000,,1.353150, -1.044799
0.500000, 32.263000,,1.350486, -1.045334
0.500000, 32.264000,,1.347843, -1.045880
0.500000, 32.265000,,1.345193, -1.046418
0.500000, 32.266000,,1.342536, -1.046936
0.500000, 32.267000,,1.339873, -1.047460
0.500000, 32.268000,,1.337221, -1.047964
0.500000, 32.269000,,1.334545, -1.048468
0.500000, 32.270000,,1.331891, -1.048982
0.500000, 32.271000,,1.329247, -1.049490
0.500000, 32.272000,,1.326564, -1.049968
0.500000, 32.273000,,1.323903, -1.050453
0.500000, 32.274000,,1.321227, -1.050927
0.500000, 32.275000,,1.318571, -1.051406
0.500000, 32.276000,,1.315888, -1.051875
0.500000, 32.277000,,1.313224, -1.052326
0.500000, 32.278000,,1.310555, -1.052773
0.500000, 32.279000,,1.307865, -1.053231
0.500000, 32.280000,,1.305190, -1.053683
0.500000, 32.281000,,1.302520, -1.054093
0.500000, 32.282000,,1.299831, -1.054522
0.500000, 32.283000,,1.297170, -1.054943
0.500000, 32.284000,,1.294492, -1.055375
0.500000, 32.285000,,1.291808, -1.055774
0.500000, 32.286000,,1.289121, -1.056157
0.500000, 32.287000,,1.286441, -1.056566
0.500000, 32.288000,,1.283756, -1.056952
0.500000, 32.289000,,1.281067, -1.057339
0.500000, 32.290000,,1.278362, -1.057698
0.500000, 32.291000,,1.275686, -1.058092
0.500000, 32.292000,,1.272994, -1.058445
0.500000, 32.293000,,1.270311, -1.058797
0.500000, 32.294000,,1.267612, -1.059164
0.500000, 32.295000,,1.264911, -1.059495
0.500000, 32.296000,,1.262228, -1.059839
0.500000, 32.297000,,1.259522, -1.060167
0.500000, 32.298000,,1.256829, -1.060496
0.500000, 32.299000,,1.254133, -1.060806
0.500000, 32.300000,,1.251422, -1.061109
0.500000, 32.301000,,1.248742, -1.061430
0.500000, 32.302000,,1.246035, -1.061725
0.500000, 32.303000,,1.243311, -1.062011
0.500000, 32.304000,,1.240619, -1.062310
0.500000, 32.305000,,1.237922, -1.062597
0.500000, 32.306000,,1.235214, -1.062843
0.500000, 32.307000,,1.232509, -1.063112
0.500000, 32.308000,,1.229815, -1.063383
0.500000, 32.309000,,1.227066, -1.063611
0.500000, 32.310000,,1.224383, -1.063893
0.500000, 32.311000,,1.221676, -1.064114
0.500000, 32.312000,,1.218955, -1.064358
0.500000, 32.313000,,1.216242, -1.064577
0.500000, 32.314000,,1.213517, -1.064814
0.500000, 32.315000,,1.210816, -1.065024
0.500000, 32.316000,,1.208104, -1.065231
0.500000, 32.317000,,1.205397, -1.065444
0.500000, 32.318000,,1.202672, -1.065635
0.500000, 32.319000,,1.199939, -1.065819
0.500000, 32.320000,,1.197240, -1.065990
